company_id,name,search_rating,review_count,overall_rating,복지/급여,워라밸,사내문화,승진 기회,경영진,기업 추천율,CEO 지지율,성장 가능성,검색기업명
267430,진영수산(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,진영수산
178572,대광정보통신(주),4.0,2,4.0,2.0,3.0,4.0,3.0,3.5,100%,100%,0%,대광정보통신
303274,대산교통(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,대산교통
264900,씨.에이치.티(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,씨.에이치.티
386786,(주)오브젝트컴퍼니,3.0,2,3.0,2.5,3.0,3.0,2.5,2.5,50%,50%,50%,오브젝트컴퍼니
423944,(주)제노코어비에스,2.5,2,2.5,3.0,4.0,3.0,1.0,2.0,0%,50%,0%,제노코어비에스
309531,다다통상(주),4.0,2,4.0,3.0,4.5,4.0,3.5,4.5,50%,100%,50%,다다통상
468343,사회복지법인 에덴복지재단 에덴하우스,2.0,1,2.0,3.0,2.0,2.0,2.0,1.0,0%,0%,0%,덴하우스
149151,유진전기감리(주),1.0,1,1.0,1.0,2.0,1.0,1.0,1.0,0%,0%,0%,유진전기
250879,(주)상도테크,1.6,10,1.6,1.9,2.1,1.4,1.6,1.5,20%,20%,20%,상도테크
373327,(주)닥터아임,2.0,6,2.0,2.5,2.7,2.0,2.3,2.3,33%,67%,33%,닥터아임
158742,에스케이와이에프에이(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,에스케이와이에프에이
199881,(주)씨엠에이글로벌,1.8,194,1.8,1.4,1.7,2.0,1.9,1.6,10%,21%,11%,엠에이
158769,신화웰텍(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,신화웰텍
321099,(주)브레드이발소,2.9,61,2.9,2.6,2.6,2.9,3.3,2.3,43%,46%,61%,몬스터스튜디오
131536,동남유화(주),2.1,8,2.1,2.4,2.6,1.8,2.0,1.9,25%,29%,0%,동남유화
101838,에이에스엔지니어링(주),2.8,9,2.8,2.6,4.1,2.8,1.9,2.3,22%,33%,33%,이에스엔지니어링
448220,화신노블레스(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,화신노블레스
366728,(주)티맥스에이앤씨,2.4,244,2.4,3.4,2.9,2.5,2.5,1.6,23%,17%,4%,티맥스에이앤씨
252021,세강엔지니어링(주),2.0,1,2.0,1.0,1.0,1.0,1.0,1.0,0%,0%,0%,세강엔지니어링
397345,(주)동보바이오,1.0,1,1.0,3.0,2.0,2.0,2.0,4.0,0%,100%,0%,동보바이오
75303,부성리싸이클링,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,부성리싸이클링
461490,(주)아이티혜윰,1.0,1,1.0,1.0,1.0,1.0,2.0,1.0,0%,0%,0%,아이티혜윰
189893,예원종합건설(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,예원종합건설
150503,씨앤디산업(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,씨앤디산업
68426,(주)아바텍,2.3,162,2.3,2.6,2.0,2.3,2.2,2.0,18%,27%,17%,아바텍
341472,(주)나팔꽃에프앤비,1.3,43,1.3,1.4,1.3,1.3,1.6,1.2,5%,7%,5%,나팔꽃에프앤비
98105,우리엔지니어링(주),2.2,10,2.2,2.6,2.4,1.9,1.7,1.6,20%,30%,0%,우리엔지니어링
279822,대표건설(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,대표건설
109661,(주)삼성포장기,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,삼성포장기
411644,(주)제이에스파트너스개발,4.0,2,4.0,3.0,4.0,3.5,4.0,3.5,50%,50%,50%,제이에스파트너스개발
88833,케이티마린,2.4,14,2.4,2.1,2.9,2.4,2.8,1.9,21%,33%,14%,케이티마린
127889,대덕종합부품(주),4.0,1,4.0,3.0,2.0,4.0,2.0,3.0,0%,100%,0%,종합부품
172306,은산기업(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,은산기업
68281,아우라시스,1.8,12,1.8,1.4,1.8,2.3,2.1,1.3,8%,17%,8%,아우라시스
